Pathway,Overlap Size,Pathway Size,Enrichment Ratio,P-value,FDR,Study,Time Point,Contrast,Regulation,Ionization Mode
Omega-6 fatty acid metabolism,2,9,-0.222,0.261910763801361,0.528260693090881,ELICIT,5 mo.,Az.,Downregulated,Positive
Urea cycle/amino group metabolism,6,33,-0.182,0.262078816906142,0.613477859003445,ELICIT,5 mo.,Nico,Downregulated,Positive
Prostaglandin formation from arachidonate,18,49,0.367,0.262162843458533,0.832451054533233,MISAME,3-4 mo.,BEP/BEP,Upregulated,Negative
Leukotriene metabolism,5,25,0.2,0.262246870010923,0.7322073775313,ELICIT,5 mo.,Nico+Az.,Upregulated,Negative
Beta-Alanine metabolism,5,25,0.2,0.262246870010923,0.7322073775313,ELICIT,5 mo.,Nico+Az.,Upregulated,Negative
Glycosphingolipid metabolism,10,54,-0.185,0.262330896563314,0.772708175783548,MISAME,14-21 days,BEP/BEP,Downregulated,Negative
C21-steroid hormone biosynthesis and metabolism,6,30,-0.2,0.262330896563314,0.772708175783548,MISAME,14-21 days,BEP/BEP,Downregulated,Negative
Galactose metabolism,3,15,-0.2,0.262751029325267,0.489958826989329,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Positive
Phosphatidylinositol phosphate metabolism,3,15,-0.2,0.262751029325267,0.489958826989329,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Positive
Prostaglandin formation from arachidonate,3,15,-0.2,0.262751029325267,0.489958826989329,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Positive
Prostaglandin formation from dihomo gama-linoleic acid,1,2,0.5,0.262835055877657,0.800857070834384,MISAME,14-21 days,BEP/BEP,Upregulated,Negative
Glutamate metabolism,10,43,-0.233,0.262835055877657,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Vitamin A (retinol) metabolism,2,14,0.143,0.26317116208722,0.42660280648685,MISAME,1-2 mo.,BEP/IFA,Upregulated,Positive
Bile acid biosynthesis,2,13,0.154,0.26325518863961,0.401058734560121,ELICIT,1 mo.,Nico+Az.,Upregulated,Positive
Saturated fatty acids beta-oxidation,3,10,0.3,0.263423241744391,0.749012688009411,Mumta-LW,2 mo.,BEP+ExBf+AZT,Upregulated,Negative
Glycolysis and Gluconeogenesis,16,91,-0.176,0.263591294849172,0.772708175783548,MISAME,14-21 days,BEP/BEP,Downregulated,Negative
D4&E4-neuroprostanes formation,2,9,-0.222,0.264011427611125,0.727837996806991,ELICIT,5 mo.,Nico,Downregulated,Negative
Drug metabolism - other enzymes,2,9,-0.222,0.264011427611125,0.727837996806991,ELICIT,5 mo.,Nico,Downregulated,Negative
Phosphatidylinositol phosphate metabolism,14,57,-0.246,0.264095454163516,0.761700697420385,ELICIT,1 mo.,Az.,Downregulated,Negative
Butanoate metabolism,14,79,0.177,0.264263507268297,0.7322073775313,ELICIT,5 mo.,Nico+Az.,Upregulated,Negative
Galactose metabolism,10,53,0.189,0.264431560373078,0.76102848500126,MISAME,1-2 mo.,BEP/BEP,Upregulated,Negative
Vitamin B6 (pyridoxine) metabolism,1,3,0.333,0.26468364003025,0.590958742962776,MISAME,14-21 days,BEP/IFA,Upregulated,Positive
Xenobiotics metabolism,2,8,-0.25,0.265103772792202,0.530375598689186,MISAME,3-4 mo.,BEP/BEP,Downregulated,Positive
Alkaloid biosynthesis II,1,5,-0.2,0.265271825896983,0.527686749012688,ELICIT,5 mo.,Nico+Az.,Downregulated,Positive
Glycosphingolipid biosynthesis - globoseries,1,5,-0.2,0.265271825896983,0.527686749012688,ELICIT,5 mo.,Nico+Az.,Downregulated,Positive
Fatty acid oxidation,1,5,-0.2,0.265271825896983,0.527686749012688,ELICIT,5 mo.,Nico+Az.,Downregulated,Positive
Biopterin metabolism,2,5,0.4,0.265355852449374,0.763297201915805,ELICIT,1 mo.,Nico,Upregulated,Negative
Heparan sulfate degradation,2,6,-0.333,0.265523905554155,0.739433661036888,ELICIT,5 mo.,Nico+Az.,Downregulated,Negative
TCA cycle,3,16,0.188,0.265775985211327,0.371397361566255,Mumta-LW,1.5 mo.,BEP,Upregulated,Positive
Vitamin D3 (cholecalciferol) metabolism,3,6,0.5,0.266112091420889,0.832451054533233,MISAME,3-4 mo.,BEP/BEP,Upregulated,Negative
Vitamin B9 (folate) metabolism,5,19,-0.263,0.266112091420889,0.739433661036888,ELICIT,5 mo.,Nico+Az.,Downregulated,Negative
"Fatty acid oxidation, peroxisome",5,19,-0.263,0.266112091420889,0.739433661036888,ELICIT,5 mo.,Nico+Az.,Downregulated,Negative
Glycosphingolipid metabolism,2,11,-0.182,0.26628014452567,0.418620284009747,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Positive
Bile acid biosynthesis,9,42,-0.214,0.266700277287623,0.749936980085707,ELICIT,1 mo.,Nico,Downregulated,Negative
Nitrogen metabolism,2,8,-0.25,0.267288463154357,0.71867910259642,Mumta-LW,1.5 mo.,BEP+ExBf,Downregulated,Negative
Vitamin B6 (pyridoxine) metabolism,2,7,0.286,0.267876649021091,0.787496849004285,MISAME,14-21 days,IFA/BEP,Upregulated,Negative
Fatty Acid Metabolism,2,9,-0.222,0.268044702125872,0.613477859003445,ELICIT,5 mo.,Nico,Downregulated,Positive
Arachidonic acid metabolism,4,21,-0.19,0.268044702125872,0.613477859003445,ELICIT,5 mo.,Nico,Downregulated,Positive
Beta-Alanine metabolism,2,9,-0.222,0.268044702125872,0.613477859003445,ELICIT,5 mo.,Nico,Downregulated,Positive
Omega-6 fatty acid metabolism,2,9,-0.222,0.268044702125872,0.613477859003445,ELICIT,5 mo.,Nico,Downregulated,Positive
Pyruvate Metabolism,18,70,-0.257,0.268128728678262,0.827241408285018,MISAME,3-4 mo.,BEP/IFA,Downregulated,Negative
Glycosphingolipid biosynthesis - ganglioseries,1,3,-0.333,0.268212755230653,0.530375598689186,MISAME,3-4 mo.,BEP/BEP,Downregulated,Positive
Sphingolipid metabolism,1,3,-0.333,0.268212755230653,0.530375598689186,MISAME,3-4 mo.,BEP/BEP,Downregulated,Positive
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation,1,3,-0.333,0.268212755230653,0.530375598689186,MISAME,3-4 mo.,BEP/BEP,Downregulated,Positive
Glutamate metabolism,13,49,-0.265,0.268380808335434,0.827241408285018,MISAME,3-4 mo.,BEP/IFA,Downregulated,Negative
3-oxo-10R-octadecatrienoate beta-oxidation,1,2,-0.5,0.268548861440215,0.739433661036888,ELICIT,5 mo.,Nico+Az.,Downregulated,Negative
Benzoate degradation via CoA ligation,1,2,-0.5,0.268548861440215,0.739433661036888,ELICIT,5 mo.,Nico+Az.,Downregulated,Negative
Beta-Alanine metabolism,9,37,-0.243,0.268632887992606,0.739433661036888,ELICIT,5 mo.,Nico+Az.,Downregulated,Negative
Vitamin B3 (nicotinate and nicotinamide) metabolism,7,32,0.219,0.26922107385934,0.616102072870412,MISAME,14-21 days,BEP/IFA,Upregulated,Negative
Phosphatidylinositol phosphate metabolism,3,15,-0.2,0.26930510041173,0.613477859003445,ELICIT,5 mo.,Nico,Downregulated,Positive
Pyrimidine metabolism,5,21,-0.238,0.269557180068902,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Polyunsaturated fatty acid biosynthesis,2,6,0.333,0.269641206621292,0.7927064952525,MISAME,3-4 mo.,IFA/BEP,Upregulated,Negative
Carnitine shuttle,4,15,-0.267,0.269809259726073,0.625409629442904,MISAME,1-2 mo.,BEP/BEP,Downregulated,Positive
Fatty acid activation,4,15,-0.267,0.269809259726073,0.625409629442904,MISAME,1-2 mo.,BEP/BEP,Downregulated,Positive
Glycosphingolipid biosynthesis - ganglioseries,4,19,-0.211,0.269809259726073,0.75649105117217,Mumta-LW,1.5 mo.,BEP,Downregulated,Negative
Androgen and estrogen biosynthesis and metabolism,4,19,-0.211,0.269809259726073,0.75649105117217,Mumta-LW,1.5 mo.,BEP,Downregulated,Negative
Drug metabolism - cytochrome P450,4,19,-0.211,0.269809259726073,0.75649105117217,Mumta-LW,1.5 mo.,BEP,Downregulated,Negative
Urea cycle/amino group metabolism,9,36,-0.25,0.269893286278464,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Vitamin A (retinol) metabolism,3,13,0.231,0.269893286278464,0.695739853793799,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Upregulated,Negative
Glycerophospholipid metabolism,5,31,-0.161,0.270313419040417,0.598605159230317,MISAME,14-21 days,BEP/BEP,Downregulated,Positive
N-Glycan biosynthesis,2,8,0.25,0.270313419040417,0.53256028905134,ELICIT,1 mo.,Az.,Upregulated,Positive
Saturated fatty acids beta-oxidation,2,8,0.25,0.270313419040417,0.53256028905134,ELICIT,1 mo.,Az.,Upregulated,Positive
Vitamin B3 (nicotinate and nicotinamide) metabolism,2,8,0.25,0.270313419040417,0.53256028905134,ELICIT,1 mo.,Az.,Upregulated,Positive
Vitamin B2 (riboflavin) metabolism,1,4,0.25,0.270565498697588,0.453071170489875,MISAME,1-2 mo.,IFA/BEP,Upregulated,Positive
Xenobiotics metabolism,1,4,0.25,0.270565498697588,0.453071170489875,MISAME,1-2 mo.,IFA/BEP,Upregulated,Positive
Prostaglandin formation from dihomo gama-linoleic acid,1,4,0.25,0.270565498697588,0.453071170489875,MISAME,1-2 mo.,IFA/BEP,Upregulated,Positive
Butanoate metabolism,11,63,-0.175,0.270565498697588,0.71867910259642,Mumta-LW,1.5 mo.,BEP+ExBf,Downregulated,Negative
Biopterin metabolism,1,9,0.111,0.270649525249979,0.410721788085035,ELICIT,1 mo.,Nico,Upregulated,Positive
Alanine and Aspartate Metabolism,1,9,0.111,0.270649525249979,0.410721788085035,ELICIT,1 mo.,Nico,Upregulated,Positive
R Group Synthesis,1,2,0.5,0.270649525249979,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Chondroitin sulfate degradation,1,2,0.5,0.270649525249979,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Dynorphin metabolism,1,2,0.5,0.270649525249979,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Sphingolipid metabolism,1,2,0.5,0.270649525249979,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Vitamin B3 (nicotinate and nicotinamide) metabolism,3,9,-0.333,0.270985631459541,0.743971094865978,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Positive
Mono-unsaturated fatty acid beta-oxidation,1,7,-0.143,0.271153684564322,0.542979581547769,ELICIT,1 mo.,Az.,Downregulated,Positive
Heparan sulfate degradation,1,7,-0.143,0.271153684564322,0.542979581547769,ELICIT,1 mo.,Az.,Downregulated,Positive
TCA cycle,1,7,-0.143,0.271153684564322,0.542979581547769,ELICIT,1 mo.,Az.,Downregulated,Positive
Ubiquinone Biosynthesis,1,7,-0.143,0.271153684564322,0.542979581547769,ELICIT,1 mo.,Az.,Downregulated,Positive
Omega-6 fatty acid metabolism,6,24,0.25,0.271405764221494,0.762204856734728,ELICIT,1 mo.,Nico+Az.,Upregulated,Negative
De novo fatty acid biosynthesis,14,63,-0.222,0.271657843878666,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
"Glycine, serine, alanine and threonine metabolism",4,26,0.154,0.272162003193009,0.45844886984287,ELICIT,5 mo.,Nico,Upregulated,Positive
Vitamin A (retinol) metabolism,4,22,-0.182,0.272414082850181,0.735820519284094,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Negative
Glycerophospholipid metabolism,6,32,-0.188,0.272834215612133,0.61423409797496,MISAME,14-21 days,BEP/IFA,Downregulated,Positive
Alkaloid biosynthesis II,1,5,0.2,0.273086295269305,0.451138559784892,Mumta-LW,2 mo.,BEP+ExBf+AZT,Upregulated,Positive
Vitamin B1 (thiamin) metabolism,1,5,0.2,0.273086295269305,0.451138559784892,Mumta-LW,2 mo.,BEP+ExBf+AZT,Upregulated,Positive
Heparan sulfate degradation,1,5,0.2,0.273086295269305,0.451138559784892,Mumta-LW,2 mo.,BEP+ExBf+AZT,Upregulated,Positive
"Valine, leucine and isoleucine degradation",3,24,0.125,0.273170321821696,0.535837324594572,ELICIT,5 mo.,Nico+Az.,Upregulated,Positive
N-Glycan Degradation,5,20,-0.25,0.273506428031258,0.746743971094866,ELICIT,1 mo.,Nico+Az.,Downregulated,Negative
Sialic acid metabolism,4,19,-0.211,0.27375850768843,0.546004537433829,Mumta-LW,1.5 mo.,BEP+ExBf,Downregulated,Positive
Purine metabolism,2,24,0.083,0.27384253424082,0.294345013024116,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Upregulated,Positive
Vitamin H (biotin) metabolism,2,8,0.25,0.273926560793211,0.76102848500126,MISAME,1-2 mo.,BEP/BEP,Upregulated,Negative
Heparan sulfate degradation,2,7,-0.286,0.274094613897992,0.749936980085707,ELICIT,1 mo.,Nico,Downregulated,Negative
Trihydroxycoprostanoyl-CoA beta-oxidation,2,7,-0.286,0.274094613897992,0.749936980085707,ELICIT,1 mo.,Nico,Downregulated,Negative
Chondroitin sulfate degradation,2,6,-0.333,0.274178640450382,0.822115788589194,MISAME,3-4 mo.,IFA/BEP,Downregulated,Negative
Heparan sulfate degradation,2,6,-0.333,0.274178640450382,0.822115788589194,MISAME,3-4 mo.,IFA/BEP,Downregulated,Negative
Polyunsaturated fatty acid biosynthesis,2,6,0.333,0.274598773212335,0.725808572900341,MISAME,3-4 mo.,BEP/IFA,Upregulated,Negative
Mono-unsaturated fatty acid beta-oxidation,2,8,0.25,0.274850852869507,0.747584236618772,ELICIT,5 mo.,Az.,Upregulated,Negative
Vitamin A (retinol) metabolism,4,20,-0.2,0.275102932526678,0.71867910259642,Mumta-LW,1.5 mo.,BEP+ExBf,Downregulated,Negative
Glycosphingolipid biosynthesis - globoseries,1,3,0.333,0.27535501218385,0.53256028905134,ELICIT,1 mo.,Az.,Upregulated,Positive
Vitamin B5 - CoA biosynthesis from pantothenate,1,3,0.333,0.27535501218385,0.53256028905134,ELICIT,1 mo.,Az.,Upregulated,Positive
Pyrimidine metabolism,26,95,0.274,0.275439038736241,0.780942777917822,Mumta-LW,1.5 mo.,BEP+ExBf,Upregulated,Negative
Histidine metabolism,6,24,0.25,0.275691118393412,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Linoleate metabolism,7,28,0.25,0.275691118393412,0.749012688009411,Mumta-LW,2 mo.,BEP+ExBf+AZT,Upregulated,Negative
Glutathione Metabolism,1,3,0.333,0.275943198050584,0.631039408453071,MISAME,3-4 mo.,BEP/BEP,Upregulated,Positive
Vitamin B6 (pyridoxine) metabolism,1,3,0.333,0.275943198050584,0.631039408453071,MISAME,3-4 mo.,BEP/BEP,Upregulated,Positive
Nucleotide Sugar Metabolism,1,3,0.333,0.275943198050584,0.631039408453071,MISAME,3-4 mo.,BEP/BEP,Upregulated,Positive
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis,2,5,-0.4,0.276111251155365,0.830434417275859,MISAME,1-2 mo.,BEP/IFA,Downregulated,Negative
Glycerophospholipid metabolism,1,13,0.077,0.276279304260146,0.294345013024116,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Upregulated,Positive
"Glycine, serine, alanine and threonine metabolism",16,92,0.174,0.276363330812537,0.7322073775313,ELICIT,5 mo.,Nico+Az.,Upregulated,Negative
Pyrimidine metabolism,3,22,-0.136,0.276699437022099,0.527686749012688,ELICIT,5 mo.,Nico+Az.,Downregulated,Positive
Porphyrin metabolism,5,22,-0.227,0.276951516679271,0.749936980085707,ELICIT,1 mo.,Nico,Downregulated,Negative
Carbon fixation,5,22,-0.227,0.276951516679271,0.749936980085707,ELICIT,1 mo.,Nico,Downregulated,Negative
Lysine metabolism,9,43,0.209,0.277203596336442,0.622400527623333,MISAME,14-21 days,BEP/IFA,Upregulated,Negative
Pyruvate Metabolism,1,5,0.2,0.277203596336442,0.45844886984287,ELICIT,5 mo.,Nico,Upregulated,Positive
Fructose and mannose metabolism,7,27,-0.259,0.277371649441223,0.761700697420385,ELICIT,1 mo.,Az.,Downregulated,Negative
Methionine and cysteine metabolism,17,77,0.221,0.277707755650786,0.725808572900341,MISAME,3-4 mo.,BEP/IFA,Upregulated,Negative
Pentose and Glucuronate Interconversions,5,15,0.333,0.277707755650786,0.809091672968658,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Negative
Prostaglandin formation from dihomo gama-linoleic acid,2,7,-0.286,0.277791782203176,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Fructose and mannose metabolism,1,4,-0.25,0.277791782203176,0.489958826989329,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Positive
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation,1,4,-0.25,0.277791782203176,0.489958826989329,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Positive
Fatty Acid Metabolism,9,34,-0.265,0.277875808755567,0.830434417275859,MISAME,1-2 mo.,BEP/IFA,Downregulated,Negative
Glutathione Metabolism,7,23,0.304,0.277875808755567,0.780942777917822,Mumta-LW,1.5 mo.,BEP+ExBf,Upregulated,Negative
Vitamin B3 (nicotinate and nicotinamide) metabolism,6,30,-0.2,0.27829594151752,0.785050308455612,MISAME,1-2 mo.,BEP/BEP,Downregulated,Negative
"Glycine, serine, alanine and threonine metabolism",4,19,-0.211,0.278548021174691,0.530375598689186,MISAME,3-4 mo.,BEP/BEP,Downregulated,Positive
Fructose and mannose metabolism,9,29,0.31,0.278548021174691,0.809091672968658,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Negative
Tyrosine metabolism,8,45,0.178,0.278632047727082,0.590958742962776,MISAME,14-21 days,BEP/IFA,Upregulated,Positive
Vitamin E metabolism,3,12,-0.25,0.278716074279472,0.749936980085707,ELICIT,1 mo.,Nico,Downregulated,Negative
D4&E4-neuroprostanes formation,3,12,-0.25,0.278716074279472,0.749936980085707,ELICIT,1 mo.,Nico,Downregulated,Negative
Urea cycle/amino group metabolism,9,49,-0.184,0.278968153936644,0.772708175783548,MISAME,14-21 days,BEP/BEP,Downregulated,Negative
Prostaglandin formation from arachidonate,9,49,-0.184,0.278968153936644,0.772708175783548,MISAME,14-21 days,BEP/BEP,Downregulated,Negative
Fructose and mannose metabolism,11,29,0.379,0.278968153936644,0.832451054533233,MISAME,3-4 mo.,BEP/BEP,Upregulated,Negative
Ascorbate (Vitamin C) and Aldarate Metabolism,12,49,-0.245,0.279052180489035,0.761700697420385,ELICIT,1 mo.,Az.,Downregulated,Negative
"Glycine, serine, alanine and threonine metabolism",19,105,0.181,0.279388286698597,0.771783883707252,ELICIT,1 mo.,Az.,Upregulated,Negative
Di-unsaturated fatty acid beta-oxidation,1,6,0.167,0.279556339803378,0.401058734560121,ELICIT,1 mo.,Nico+Az.,Upregulated,Positive
Phosphatidylinositol phosphate metabolism,12,54,-0.222,0.27989244601294,0.746743971094866,ELICIT,1 mo.,Nico+Az.,Downregulated,Negative
Omega-6 fatty acid metabolism,2,9,0.222,0.280060499117721,0.590958742962776,MISAME,14-21 days,BEP/IFA,Upregulated,Positive
Phytanic acid peroxisomal oxidation,2,9,0.222,0.280060499117721,0.590958742962776,MISAME,14-21 days,BEP/IFA,Upregulated,Positive
Pentose phosphate pathway,2,9,0.222,0.280060499117721,0.590958742962776,MISAME,14-21 days,BEP/IFA,Upregulated,Positive
"Valine, leucine and isoleucine degradation",17,69,-0.246,0.280144525670112,0.830434417275859,MISAME,1-2 mo.,BEP/IFA,Downregulated,Negative
Vitamin B3 (nicotinate and nicotinamide) metabolism,6,31,-0.194,0.280396605327283,0.74439122762793,ELICIT,5 mo.,Az.,Downregulated,Negative
C21-steroid hormone biosynthesis and metabolism,6,31,-0.194,0.280396605327283,0.74439122762793,ELICIT,5 mo.,Az.,Downregulated,Negative
Starch and Sucrose Metabolism,6,31,-0.194,0.280396605327283,0.74439122762793,ELICIT,5 mo.,Az.,Downregulated,Negative
Butanoate metabolism,18,82,0.22,0.280564658432065,0.725808572900341,MISAME,3-4 mo.,BEP/IFA,Upregulated,Negative
"Glycine, serine, alanine and threonine metabolism",13,82,-0.159,0.280564658432065,0.735820519284094,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Negative
Vitamin B1 (thiamin) metabolism,1,4,-0.25,0.280900764641627,0.598605159230317,MISAME,14-21 days,BEP/BEP,Downregulated,Positive
Heparan sulfate degradation,1,4,-0.25,0.280900764641627,0.598605159230317,MISAME,14-21 days,BEP/BEP,Downregulated,Positive
Polyunsaturated fatty acid biosynthesis,1,4,-0.25,0.280900764641627,0.598605159230317,MISAME,14-21 days,BEP/BEP,Downregulated,Positive
Nitrogen metabolism,1,4,-0.25,0.280900764641627,0.598605159230317,MISAME,14-21 days,BEP/BEP,Downregulated,Positive
Phytanic acid peroxisomal oxidation,1,4,-0.25,0.280900764641627,0.598605159230317,MISAME,14-21 days,BEP/BEP,Downregulated,Positive
Glycosphingolipid biosynthesis - ganglioseries,1,6,0.167,0.280900764641627,0.42660280648685,MISAME,1-2 mo.,BEP/IFA,Upregulated,Positive
Squalene and cholesterol biosynthesis,1,6,0.167,0.280900764641627,0.42660280648685,MISAME,1-2 mo.,BEP/IFA,Upregulated,Positive
Vitamin B5 - CoA biosynthesis from pantothenate,1,6,0.167,0.280900764641627,0.42660280648685,MISAME,1-2 mo.,BEP/IFA,Upregulated,Positive
Urea cycle/amino group metabolism,7,32,0.219,0.281068817746408,0.643727417864045,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Positive
Tyrosine metabolism,9,42,0.214,0.281068817746408,0.643727417864045,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Positive
Mono-unsaturated fatty acid beta-oxidation,4,13,-0.308,0.28132089740358,0.830434417275859,MISAME,1-2 mo.,BEP/IFA,Downregulated,Negative
Aspartate and asparagine metabolism,22,80,0.275,0.281657003613142,0.780942777917822,Mumta-LW,1.5 mo.,BEP+ExBf,Upregulated,Negative
Selenoamino acid metabolism,1,6,0.167,0.282077136375095,0.535837324594572,ELICIT,5 mo.,Nico+Az.,Upregulated,Positive
Vitamin B9 (folate) metabolism,4,13,-0.308,0.282161162927485,0.743971094865978,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Positive
Lysine metabolism,4,13,-0.308,0.282161162927485,0.743971094865978,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Positive
Hexose phosphorylation,2,14,0.143,0.282581295689438,0.401058734560121,ELICIT,1 mo.,Nico+Az.,Upregulated,Positive
C5-Branched dibasic acid metabolism,1,2,-0.5,0.282581295689438,0.743971094865978,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Positive
Vitamin H (biotin) metabolism,1,2,-0.5,0.282581295689438,0.743971094865978,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Positive
CoA Catabolism,1,2,-0.5,0.282581295689438,0.743971094865978,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Positive
Dynorphin metabolism,1,2,-0.5,0.282581295689438,0.743971094865978,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Positive
Nitrogen metabolism,1,2,-0.5,0.282581295689438,0.743971094865978,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Positive
Keratan sulfate biosynthesis,3,14,0.214,0.282665322241828,0.7322073775313,ELICIT,5 mo.,Nico+Az.,Upregulated,Negative
O-Glycan biosynthesis,3,14,0.214,0.282665322241828,0.7322073775313,ELICIT,5 mo.,Nico+Az.,Upregulated,Negative
Sialic acid metabolism,2,13,0.154,0.283085455003781,0.451138559784892,Mumta-LW,2 mo.,BEP+ExBf+AZT,Upregulated,Positive
