,VarName,VARLABEL,VarCategory,AnalysisMethod,QUANTIFICATION,UNIT,DERIVATION,ProgrammingNotes,VARDESCRIPTION,VarSubCategory,AdditionalNotes,SecondName,DatabaseID,LOD,VarType
0.220138889,Gln,Glutamine,Targeted Metabolomics,"LC-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Small Molecules,Amino Acids,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Gln,"HMDB00641, HMDB03423; CAS-56-85-9 , CAS-585-21-7, CAS-5959-95-5",2.361; 3; 3,numeric
0.220833333,Glu,Glutamic Acid,Targeted Metabolomics,"LC-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Small Molecules,Amino Acids,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Glu,"HMDB00148, HMDB03339; CAS-56-86-0 , CAS-617-65-2, CAS-6893-26-1",0.801; 0.648; 1.908,numeric
0.221527778,Gly,Glycine,Targeted Metabolomics,"LC-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Small Molecules,Amino Acids,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Gly,HMDB00123; CAS-56-40-6,9.24; 4.47; 2.478,numeric
0.222222222,GUDCA,Glycoursodeoxycholic acid,Targeted Metabolomics,"LC-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Small Molecules,Bile Acids,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',GUDCA,HMDB00708; CAS-64480-66-6,0.001; 0.001; 0.001,numeric
0.222916667,H1,Hexose,Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Small Molecules,Carbohydrates and Related,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',H1,"HMDB0000211, HMDB0000169, HMDB0000122, HMDB0006088, HMDB0000660, HMDB0000143; CAS-87-89-8, CAS-3458-28-4, CAS-50-99-7, CAS-488-59-5, CAS-53188-23-1, CAS-59-23-4",436.979; 82.984; 43.201,numeric
0.223611111,HArg,Homoarginine,Targeted Metabolomics,"LC-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Small Molecules,Amino Acid Related,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HArg,HMDB0000670; CAS-156-86-5,0.01364; 0.0074238; 0.0047877,numeric
0.224305556,HCys,Homocysteine,Targeted Metabolomics,"LC-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Small Molecules,Amino Acid Related,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HCys,HMDB0000742; CAS-6027-13-0,1.742; 1.422; 0.7462,numeric
0.225,Hex2Cer.d18.1.14.0.,Dihexosylceramide (d18:1/14:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Dihexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Hex2Cer(d18:1/14:0),NA,0.05885; 0.0264909; 0.017473,numeric
0.225694444,Hex2Cer.d18.1.16.0.,Dihexosylceramide (d18:1/16:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Dihexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Hex2Cer(d18:1/16:0),"HMDB0004833, HMDB0006750; CAS-4201-62-1",0.03107; 0.0181715; 0.0181834,numeric
0.226388889,Hex2Cer.d18.1.18.0.,Dihexosylceramide (d18:1/18:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Dihexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Hex2Cer(d18:1/18:0),"HMDB0004834, HMDB0011591; NA",0.03929; 0.0186939; 0.0207723,numeric
0.227083333,Hex2Cer.d18.1.20.0.,Dihexosylceramide (d18:1/20:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Dihexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Hex2Cer(d18:1/20:0),"HMDB0004835, HMDB0011593; NA",0.03971; 0.0270053; 0.0257315,numeric
0.227777778,Hex2Cer.d18.1.22.0.,Dihexosylceramide (d18:1/22:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Dihexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Hex2Cer(d18:1/22:0),"HMDB0004836, HMDB0011594; NA",0.0227; 0.0235061; 0.0120132,numeric
0.228472222,Hex2Cer.d18.1.24.0.,Dihexosylceramide (d18:1/24:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Dihexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Hex2Cer(d18:1/24:0),"HMDB0004840, HMDB0011595; NA",0.03011; 0.0151362; 0.01,numeric
0.229166667,Hex2Cer.d18.1.24.1.,Dihexosylceramide (d18:1/24:1),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Dihexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Hex2Cer(d18:1/24:1),"HMDB0004837, HMDB0004872; NA",0.01682; 0.0111944; 0.0079413,numeric
0.229861111,Hex2Cer.d18.1.26.0.,Dihexosylceramide (d18:1/26:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Dihexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Hex2Cer(d18:1/26:0),"HMDB0004839, HMDB0004874; NA",0.00262; 0.0010174; 0.0005707,numeric
0.230555556,Hex2Cer.d18.1.26.1.,Dihexosylceramide (d18:1/26:1),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Dihexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Hex2Cer(d18:1/26:1),"HMDB0004838, HMDB0004873; NA",0.00922; 0.0038428; 0.0037991,numeric
0.23125,Hex3Cer.d18.1_20.0.,Trihexosylceramide (d18:1/20:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Trihexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Hex3Cer(d18:1_20:0),HMDB0004881; NA,0.01385; 0.0102314; 0.0082088,numeric
0.231944444,Hex3Cer.d18.1_22.0.,Trihexosylceramide (d18:1/22:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Trihexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Hex3Cer(d18:1_22:0),HMDB0004882; NA,0.05881; 0.02; 0.0224789,numeric
0.232638889,Hex3Cer.d18.1.16.0.,Trihexosylceramide (d18:1/16:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Trihexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Hex3Cer(d18:1/16:0),HMDB0004879; CAS-137896-85-6,0.09456; 0.0556998; 0.014389,numeric
0.233333333,Hex3Cer.d18.1.18.0.,Trihexosylceramide (d18:1/18:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Trihexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Hex3Cer(d18:1/18:0),HMDB0004880; CAS-69283-33-6,0.02624; 0.0061914; 0.02,numeric
0.234027778,Hex3Cer.d18.1.24.1.,Trihexosylceramide (d18:1/24:1),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Trihexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Hex3Cer(d18:1/24:1),HMDB0004883; NA,0.1341; 0.0427159; 0.0197855,numeric
0.234722222,Hex3Cer.d18.1.26.1.,Trihexosylceramide (d18:1/26:1),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Trihexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',Hex3Cer(d18:1/26:1),HMDB0004884; NA,0.0332; 0.0160919; 0.02,numeric
0.235416667,HexCer.d16.1.22.0.,Hexosylceramide (d16:1/22:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d16:1/22:0),NA,0.0105; 0.0106199; 0.0091834,numeric
0.236111111,HexCer.d16.1.24.0.,Hexosylceramide (d16:1/24:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d16:1/24:0),NA,0.01361; 0.0116006; 0.0083423,numeric
0.236805556,HexCer.d18.1.14.0.,Hexosylceramide (d18:1/14:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:1/14:0),HMDB0012321; CAS-148347-41-5,0.06521; 0.0345369; 0.0189415,numeric
0.2375,HexCer.d18.1.16.0.,Hexosylceramide (d18:1/16:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:1/16:0),"HMDB0004971, HMDB0010708; NA",0.03549; 0.0351179; 0.0171904,numeric
0.238194444,HexCer.d18.1.18.0.,Hexosylceramide (d18:1/18:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:1/18:0),"HMDB0010709, HMDB0004972; NA",0.02655; 0.0268774; 0.0090192,numeric
0.238888889,HexCer.d18.1.18.1.,Hexosylceramide (d18:1/18:1),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:1/18:1),"HMDB0010714, HMDB0004970; NA",0.04641; 0.0278518; 0.0192222,numeric
0.239583333,HexCer.d18.1.20.0.,Hexosylceramide (d18:1/20:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:1/20:0),"HMDB0010710, HMDB0004973; NA",0.04842; 0.0371965; 0.0300591,numeric
0.240277778,HexCer.d18.1.22.0.,Hexosylceramide (d18:1/22:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:1/22:0),"HMDB0010711, HMDB0004974; CAS-119242-44-3",0.09614; 0.1372; 0.068799,numeric
0.240972222,HexCer.d18.1.23.0.,Hexosylceramide (d18:1/23:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:1/23:0),NA,0.1134; 0.1163; 0.0263564,numeric
0.241666667,HexCer.d18.1.24.0.,Hexosylceramide (d18:1/24:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:1/24:0),HMDB0004978; NA,0.02929; 0.0382103; 0.0227407,numeric
0.242361111,HexCer.d18.1.24.1.,Hexosylceramide (d18:1/24:1),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:1/24:1),"HMDB0010712, HMDB0004975; NA",0.2875; 0.3443; 0.2141,numeric
0.243055556,HexCer.d18.1.26.0.,Hexosylceramide (d18:1/26:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:1/26:0),HMDB0004977; NA,0.02673; 0.0265843; 0.0138568,numeric
0.24375,HexCer.d18.1.26.1.,Hexosylceramide (d18:1/26:1),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:1/26:1),"HMDB0010713, HMDB0004976; NA",0.08691; 0.0909111; 0.0697474,numeric
0.244444444,HexCer.d18.2.16.0.,Hexosylceramide (d18:2/16:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:2/16:0),NA,0.00933; 0.0062641; 0.0052191,numeric
0.245138889,HexCer.d18.2.18.0.,Hexosylceramide (d18:2/18:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:2/18:0),NA,0.01739; 0.0163664; 0.0072978,numeric
0.245833333,HexCer.d18.2.20.0.,Hexosylceramide (d18:2/20:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:2/20:0),NA,0.02203; 0.0126482; 0.0115016,numeric
0.246527778,HexCer.d18.2.22.0.,Hexosylceramide (d18:2/22:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:2/22:0),NA,0.1089; 0.0869415; 0.0407329,numeric
0.247222222,HexCer.d18.2.23.0.,Hexosylceramide (d18:2/23:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:2/23:0),NA,0.08191; 0.0598841; 0.0232424,numeric
0.247916667,HexCer.d18.2.24.0.,Hexosylceramide (d18:2/24:0),Targeted Metabolomics,"FIA-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Lipids,Hexosylceramides,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HexCer(d18:2/24:0),NA,0.2267; 0.3913; 0.2285,numeric
0.248611111,HipAcid,Hippuric acid,Targeted Metabolomics,"LC-MS/MS, MxP Quant 500; Biocrates","Targeted, Absolute",[µM],No,NA,Small Molecules,Carboxylic Acids,'< LOD' = left censored missing values (below Limit of Detection); Plate normalized and non-normalized versions available; Also see 'Notes on Biocrates data - Version3_July212022.pdf',HipAcid,HMDB0000714; CAS-495-69-2,0.6; 0.6; 0.6,numeric
